                2014                   1                  16                  21                   1                   0                   0                   0                   2
                2014                   2                  16                  25                   1                   1                   0                   0                   1
                2014                   3                  13                  18                   3                   0                   0                   1                   0
                2014                   4                  16                  25                   1                   1                   0                   0                   2
                2014                   5                  17                  26                   1                   1                   0                   0                   0
                2014                   6                  17                  25                   2                   1                   0                   2                   0
                2014                   7                  12                  26                   2                   1                   0                   0                   0
                2014                   8                  17                  21                   1                   1                   0                   0                   0
                2014                   9                  10                  11                   3                   0                   0                   0                   0
                2014                  10                  15                  22                   1                   1                   0                   0                   0
                2014                  11                   5                   9                   2                   2                   0                   0                   0
                2014                  12                  11                   9                   3                   0                   0                   3                   0
                2014                  13                   8                  12                   2                   0                   0                   1                   0
                2014                  14                  11                  14                   2                   1                   0                   4                   2
                2014                  15                  16                  15                   2                   0                   0                   4                   0
                2014                  16                  16                  20                   2                   2                   0                   2                   2
                2014                  17                  13                  21                   2                   0                   0                   0                   0
                2014                  18                  13                  25                   2                   0                   0                   0                   0
                2014                  19                  14                  15                   2                   2                   0                   0                   2
                2014                  20                   8                   7                   1                   0                   0                   0                   0
                2014                  21                  14                  14                   1                   0                   0                   3                   2
                2014                  22                  12                  98                   1                   0                   1                   1                   0
                2014                  23                  11                   9                   2                   0                   0                   0                   0
                2014                  24                  14                  16                   2                   0                   0                   0                   0
                2014                  25                  15                  16                   2                   0                   0                   0                   0
                2014                  26                  18                   1                   3                   0                   0                   0                   2
                2014                  27                  13                  14                   2                   0                   0                   4                   2
                2014                  28                  16                  23                   2                   1                   0                   0                   2
                2014                  29                  15                  25                   3                   1                   0                   0                   0
                2014                  30                  16                  18                   3                   0                   0                   0                   2
                2014                  31                  17                  22                   2                   3                   0                   1                   0
                2014                  32                  16                  21                   2                   0                   0                   4                   2
                2014                  33                  16                  25                   2                   0                   0                   1                   1
                2014                  34                  16                  26                   3                   1                   0                   0                   0
                2014                  35                  12                  19                   3                   1                   0                   4                   2
                2014                  36                  12                  98                   1                   1                   0                   0                   2
                2014                  37                  11                  20                   1                   0                   1                   2                   0
                2014                  38                  14                  22                   1                   0                   1                   5                   2
                2014                  39                  10                  16                   2                   0                   0                   0                   1
                2014                  40                  16                  25                   2                   2                   0                   0                   2
                2014                  41                  17                  26                   1                   1                   0                   1                   2
                2014                  42                  14                  19                   2                   1                   0                   3                   0
                2014                  43                  11                  26                   3                   0                   0                   5                   0
                2014                  44                  14                  26                   2                   0                   0                   3                   1
                2014                  45                  16                  23                   2                   0                   0                   0                   2
                2014                  46                  12                  18                   2                   0                   0                   0                   2
                2014                  47                  15                  19                   2                   0                   0                   2                   2
                2014                  48                  11                  22                   2                   1                   0                   1                   2
                2014                  49                  15                  23                   2                   2                   0                   3                   2
                2014                  50                  14                  17                   1                   1                   0                   1                   2
                2014                  51                  18                  25                   3                   2                   0                   2                   2
                2014                  52                  16                  22                   2                   1                   0                   0                   2
                2014                  53                  14                  21                   2                   2                   0                   0                   2
                2014                  54                  12                  20                   2                   0                   0                   1                   0
                2014                  55                  18                  25                   2                   2                   0                   2                   0
                2014                  56                  17                   6                   1                   0                   0                   1                   2
                2014                  57                  15                   9                   3                   0                   0                   0                   0
                2014                  58                  18                  21                   2                   0                   0                   0                   2
                2014                  59                  18                  22                   1                   0                   0                   0                   2
                2014                  60                  16                  25                   1                   1                   0                   0                   0
                2014                  61                  16                  13                   2                   0                   0                   0                   2
                2014                  62                  16                  14                   2                   0                   0                   0                   0
                2014                  63                  20                  25                   1                   1                   0                   0                   0
                2014                  64                  16                  22                   2                   0                   0                   0                   2
                2014                  65                  20                  25                   2                   2                   0                   2                   0
                2014                  66                  16                  25                   1                   1                   0                   0                   0
                2014                  67                  16                  25                   1                   1                   0                   0                   0
                2014                  68                  18                  25                   2                   0                   0                   0                   2
                2014                  69                  16                  21                   2                   0                   0                   0                   0
                2014                  70                  12                  25                   3                   0                   0                   0                   1
                2014                  71                  14                  15                   2                   0                   1                   1                   0
                2014                  72                  20                  25                   2                   2                   0                   0                   0
                2014                  73                  16                  22                   2                   2                   0                   0                   0
                2014                  74                  16                  26                   1                   1                   0                   1                   2
                2014                  75                  20                  25                   2                   2                   0                   0                   2
                2014                  76                  18                  25                   3                   2                   0                   0                   0
                2014                  77                  16                  25                   1                   1                   0                   0                   2
                2014                  78                  16                  25                   2                   0                   0                   0                   0
                2014                  79                  12                  16                   3                   2                   0                   0                   0
                2014                  80                   6                  14                   3                   0                   0                   3                   0
                2014                  81                  11                   9                   2                   2                   0                   1                   2
                2014                  82                  10                   1                   2                   0                   0                   0                   0
                2014                  83                  11                   3                   2                   0                   0                   0                   0
                2014                  84                  10                   1                   3                   2                   0                   3                   0
                2014                  85                  10                  11                   2                   0                   2                   0                   0
                2014                  86                   9                   9                   2                   0                   0                   0                   0
                2014                  87                  10                   3                   1                   0                   0                   2                   0
                2014                  88                  16                  22                   1                   1                   0                   0                   0
                2014                  89                  12                  19                   1                   0                   1                   4                   2
                2014                  90                  14                  19                   1                   0                   0                   0                   2
                2014                  91                  15                  24                   2                   0                   0                   4                   2
                2014                  92                  12                  13                   2                   2                   0                   2                   0
                2014                  93                  16                  24                   1                   1                   0                   0                   0
                2014                  94                   8                  16                   1                   0                   1                   5                   2
                2014                  95                  15                  13                   3                   0                   0                   0                   0
                2014                  96                  14                  18                   2                   0                   0                   4                   2
                2014                  97                  13                  10                   3                   0                   0                   3                   2
                2014                  98                  12                  17                   3                   0                   3                   0                   2
                2014                  99                  17                  26                   3                   9                   0                   0                   2
                2014                 100                  11                  98                   1                   0                   1                   3                   0
                2014                 101                  13                  22                   2                   0                   0                   5                   2
                2014                 102                  18                  21                   2                   0                   0                   0                   2
                2014                 103                  12                  15                   2                   0                   0                   0                   0
                2014                 104                  16                  18                   2                   1                   0                   0                   2
                2014                 105                  17                  26                   2                   2                   0                   4                   2
                2014                 106                  16                  22                   1                   1                   0                   1                   2
                2014                 107                  16                  22                   2                   0                   0                   1                   0
                2014                 108                  16                  20                   1                   0                   0                   1                   0
                2014                 109                  20                  25                   2                   1                   0                   1                   1
                2014                 110                  16                  26                   1                   1                   0                   3                   2
                2014                 111                  16                  23                   1                   0                   0                   4                   2
                2014                 112                  12                  13                   2                   0                   0                   4                   2
                2014                 113                  12                  22                   3                   3                   0                   3                   2
                2014                 114                  12                  17                   2                   0                   0                   0                   2
                2014                 115                  16                  12                   2                   1                   0                   2                   0
                2014                 116                  18                  19                   2                   0                   0                   0                   2
                2014                 117                  16                  24                   3                   2                   0                   1                   0
                2014                 118                  16                  21                   2                   0                   2                   3                   2
                2014                 119                  20                  24                   1                   1                   0                   1                   2
                2014                 120                  16                  15                   3                   0                   0                   4                   1
                2014                 121                  16                   8                   1                   0                   0                   0                   0
                2014                 122                  18                  18                   2                   0                   0                   0                   0
                2014                 123                  16                  15                   1                   0                   0                   0                   1
                2014                 124                  16                  19                   1                   0                   0                   1                   0
                2014                 125                  14                  20                   2                   0                   0                   0                   2
                2014                 126                  19                  15                   3                   0                   0                   2                   0
                2014                 127                  15                  23                   2                   0                   0                   0                   0
                2014                 128                  20                  25                   2                   1                   0                   0                   2
                2014                 129                  16                  15                   2                   0                   0                   5                   2
                2014                 130                  17                  24                   2                   0                   0                   5                   0
                2014                 131                  13                  20                   2                   0                   0                   0                   2
                2014                 132                  16                  25                   1                   2                   0                   0                   2
                2014                 133                  14                  22                   2                   0                   0                   1                   0
                2014                 134                  18                  21                   1                   0                   0                   0                   2
                2014                 135                  16                  98                   1                   0                   0                   2                   0
                2014                 136                  20                  20                   2                   0                   0                   4                   0
                2014                 137                  20                  25                   1                   1                   0                   3                   2
                2014                 138                  16                  10                   2                   0                   0                   1                   0
                2014                 139                  20                  24                   1                   1                   0                   2                   0
                2014                 140                  16                  23                   2                   2                   0                   4                   2
